,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,InfectedShare,first_occurrence,isInfected
0,Comoros,0.011799410029498525,0.07547169811320754,0.3381528280917341,0.7142857142857143,2020-04-30,False
1,Mali,0.0471976401179941,0.3018867924528302,0.5890629363027983,1.0,2020-03-25,False
2,South Sudan,0.02359882005899705,0.1509433962264151,0.17949717696208733,0.7166666666666667,2020-04-05,False
3,Guinea-Bissau,0.011799410029498525,0.07547169811320754,0.5981216932760663,1.0,2020-03-25,False
4,Sierra Leone,0.032448377581120944,0.20754716981132076,0.37810250254605815,1.0,2020-03-31,False
5,Tajikistan,0.15634218289085544,1.0,0.49851563048101777,1.0,2020-05-01,False
6,Belize,0.017699115044247787,0.11320754716981132,0.8786176087593258,0.5945945945945946,2020-03-23,False
7,Burma,0.06489675516224189,0.41509433962264153,0.0004911675415101291,0.1724137931034483,2020-03-27,False
8,Tonga,0.011799410029498525,0.07547169811320754,0.41097023278351086,1.0,2021-10-29,False
9,Laos,0.05309734513274336,0.339622641509434,0.8717147217050564,1.0,2020-03-24,False
10,Samoa,0.011799410029498525,0.07547169811320754,0.35038665864530016,0.75,2020-11-18,False
11,North Korea,0.011799410029498525,0.07547169811320754,0.5421157822787369,1.0,2022-05-14,False
12,Dominica,0.008849557522123894,0.05660377358490566,0.731621246159236,0.5806451612903226,2020-03-22,True
13,Grenada,0.017699115044247787,0.11320754716981132,0.06402688789352684,0.5,2020-03-22,True
14,Falkland Islands,0.0029498525073746312,0.018867924528301886,0.49884897547460616,1.0,2020-04-04,False
15,Yemen,0.12684365781710916,0.8113207547169812,0.20596877450825068,1.0,2020-04-10,False
16,Libya,0.08849557522123894,0.5660377358490566,0.07936723562295411,1.0,2020-03-24,False
17,Saint Kitts and Nevis,0.0058997050147492625,0.03773584905660377,0.7198525324472811,0.5,2020-03-25,False
18,Kiribati,0.0058997050147492625,0.03773584905660377,0.7259242546194113,1.0,2021-05-18,False
19,Sao Tome and Principe,0.0058997050147492625,0.03773584905660377,0.4749920523168034,1.0,2020-04-06,False
20,Vanuatu,0.014749262536873156,0.09433962264150943,0.2505766750815345,1.0,2020-11-10,False
21,Palau,0.008849557522123894,0.05660377358490566,0.8396350688395448,0.34782608695652173,2021-08-22,False
22,Mozambique,0.0471976401179941,0.3018867924528302,0.9162717505132589,0.75,2020-03-22,True
23,Burundi,0.011799410029498525,0.07547169811320754,0.5382442104056218,1.0,2020-03-31,False
24,Solomon Islands,0.008849557522123894,0.05660377358490566,0.5876414969726942,0.17647058823529413,2020-10-12,False
25,Nauru,0.0029498525073746312,0.018867924528301886,0.9299090733518911,0.3333333333333333,2022-04-04,False
26,Tuvalu,0.0029498525073746312,0.018867924528301886,0.07829228993459747,0.5789473684210527,2022-05-23,False
27,Botswana,0.032448377581120944,0.20754716981132076,0.7603334199012028,1.0,2020-03-30,False
28,Jersey,0.08259587020648967,0.5283018867924528,0.07098852185051385,0.8235294117647058,2020-03-22,True
29,Guernsey,0.04129793510324484,0.2641509433962264,0.9162605021712649,0.9655172413793104,2020-03-22,True
30,Malawi,0.02654867256637168,0.169811320754717,0.31488526363625624,0.8181818181818182,2020-04-02,False
31,Lesotho,0.0029498525073746312,0.018867924528301886,0.6920094094706497,1.0,2020-05-13,False
