,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,first_occurrence,isInfected
0,Vietnam,0.13872832369942195,1.3846153846153846,0.6599301896742716,2020-01-23,False
1,Singapore,0.1348747591522158,1.3461538461538463,0.729234075654988,2020-01-23,False
2,Canada,0.05394990366088632,0.5384615384615384,0.8164596941508292,2020-01-23,False
3,France,0.06520533673880897,0.6961538461538461,0.501789443421621,2020-01-24,False
4,Nepal,0.038019152716498146,0.39779560966611327,0.18680867818509583,2020-01-25,False
5,Malaysia,0.2517975145216179,2.6471776425013838,0.5216000434067137,2020-01-25,False
6,Australia,0.19915468656450994,2.103813213165731,0.4911601155863172,2020-01-26,False
7,Sri Lanka,0.05047072352047169,0.5335612828418583,0.636776255162422,2020-01-27,False
8,Cambodia,0.12873948444291916,1.3681121037236146,0.6562717326965998,2020-01-27,False
9,Germany,0.29755140512365635,3.1901046196010223,0.3485449486396728,2020-01-27,False
10,Finland,0.0831774079668156,0.8639777866100917,0.4162448359242372,2020-01-29,False
11,United Arab Emirates,0.18683665035250693,1.9486452265253882,0.3356345703875079,2020-01-29,False
12,India,0.24206111208991107,2.4988967592826925,0.23168932968672362,2020-01-30,False
13,Philippines,0.2162987453323929,2.253892329386257,0.46049064168995923,2020-01-30,False
14,United Kingdom,0.5941959638468108,6.037227279794089,0.8972987294575816,2020-01-31,False
15,Italy,0.5356470630108965,5.34233563115329,0.2002684144211937,2020-01-31,False
16,Russia,0.5588424470086394,5.721427682851313,0.5486546656102758,2020-01-31,False
17,Sweden,0.09355558584279938,0.8671729996016831,0.11794404565733607,2020-02-01,False
18,Spain,0.6852318742889499,6.165247582154057,0.46464823243789577,2020-02-01,False
19,Belgium,0.16425541161646584,1.789418064614044,0.7860385738360661,2020-02-04,False
20,Egypt,0.11598079712521848,1.3544924330624108,0.3643676123114439,2020-02-14,False
21,Iran,0.11417852851352785,1.3276945188002363,0.29450879591386403,2020-02-19,False
22,Lebanon,0.027670825759106232,0.35464193556421575,0.21255463679127318,2020-02-21,False
23,Israel,0.10917611006360593,1.3314268526753494,0.6107853280127481,2020-02-21,False
24,Chile,0.016311660123344444,0.19711495780332436,0.3223181364397377,2020-02-23,False
25,Bahrain,0.05497166045350216,0.704119434932901,0.3022802049297699,2020-02-24,False
26,Afghanistan,0.019389967413827956,0.2643711455492475,0.8583333199676065,2020-02-24,False
27,Kuwait,0.06703662739640845,0.8841167008023254,0.6251591973103181,2020-02-24,False
28,Oman,0.08505302570890251,1.0943645905281314,0.14931618509853284,2020-02-24,False
29,Iraq,0.06259860535681241,0.8369406253413338,0.19050901931522235,2020-02-24,False
30,Croatia,0.2870243582495663,3.772166548731197,0.463849846610884,2020-02-25,False
31,Algeria,0.2669864463129951,3.3009943559926667,0.7671893870831834,2020-02-25,False
32,Austria,0.2809221932778476,3.6862747481412006,0.8898230900414604,2020-02-25,False
33,Switzerland,0.43738672390081534,5.7512834573109215,0.20878078390473143,2020-02-25,False
34,Pakistan,0.2199939311850749,2.7625571967363007,0.45236103322239485,2020-02-25,False
35,Brazil,0.08007659342659643,1.0543581879389272,0.37176881066483003,2020-02-26,False
36,Norway,0.3522981749879517,4.830841945112108,0.5021224095436427,2020-02-26,False
37,Romania,0.21419208285742997,2.929580911103895,0.5200656674382731,2020-02-26,False
38,Greece,0.8445091822572101,11.16269934447412,0.489791003859549,2020-02-26,False
39,Georgia,0.03900635322166184,0.5000623993897092,0.35386231245033395,2020-02-26,False
40,Estonia,0.05318970730066869,0.7200036561558989,0.5447971172352343,2020-02-27,False
41,Netherlands,0.6543250698591265,8.498788168447879,0.8052556236366794,2020-02-27,False
42,Denmark,0.33214842458504196,4.363063316069922,0.3373722084331946,2020-02-27,False
43,Iceland,0.08012185943653682,1.0191594964630148,0.472047882444526,2020-02-28,False
44,Nigeria,0.05168053523162135,0.6676790501712345,0.5515198322629634,2020-02-28,False
45,Belarus,0.0835747801844669,1.0896211532161135,0.6552857909094212,2020-02-28,False
46,Mexico,0.205439559150075,2.4852093151317787,0.6130483723477832,2020-02-28,False
47,New Zealand,0.1770589153035655,2.1058097955918593,0.8055464033848199,2020-02-28,False
48,Namibia,0.00461244616154643,0.05682046410419987,0.7140876374540175,2020-03-14,False
49,Greenland,0.0012737869221599188,0.012882548205496416,0.10585633517057114,2020-03-16,False
50,Djibouti,0.010818782163986842,0.131696229564184,0.36562105028603464,2020-03-18,False
51,Saudi Arabia,0.5116474087651605,6.407241412434651,0.7195904276002106,2020-03-02,False
52,Guinea,0.006595744102128887,0.0783004229942307,0.479109988034608,2020-03-13,False
53,Jordan,0.11294085583990854,1.3955061221789231,0.6100226467138469,2020-03-03,False
54,Guyana,0.00804923247422191,0.09496708966089737,0.3597039480913997,2020-03-12,False
55,Palau,0.02768165084170231,0.31697437429023484,0.369608742858643,2021-08-22,False
56,Benin,0.010255913879692123,0.12578444493051397,0.05409735763704371,2020-03-16,False
57,Burkina Faso,0.010819152627138,0.13292305509687988,0.08984396097455682,2020-03-10,False
58,Ghana,0.021391197515484014,0.27358696622221046,0.9665758532435365,2020-03-14,False
59,Cote d'Ivoire,0.017734999162045375,0.21443891217471187,0.32780286155545335,2020-03-11,False
60,Niger,0.00811929014791023,0.09508533541140048,0.8858257737530262,2020-03-20,False
61,Togo,0.00816451627502627,0.09471654010432076,0.6436769312954362,2020-03-06,False
62,Guernsey,0.05173046591279499,0.6667773264486541,0.02194237998645865,2020-03-22,False
63,Jersey,0.0904984219882204,1.1722826129069477,0.16191587237607985,2020-03-22,False
64,Isle of Man,0.03174862268787327,0.42154586568695673,0.11191765157313993,2020-03-20,False
65,Faroe Islands,0.0031242987278866886,0.032873857962362654,0.8016411662778223,2020-03-04,False
66,Luxembourg,0.13321845366722324,1.687090995265619,0.15191378393142763,2020-02-29,True
67,Ecuador,0.011883014223446715,0.15293640587589774,0.2764600134308809,2020-03-01,False
68,Paraguay,0.0035763178961832802,0.04132207738665863,0.3388594026692223,2020-03-08,False
69,Colombia,0.036598737227077356,0.45900268993188476,0.2230588556048454,2020-03-06,False
70,Bolivia,0.010295882391048193,0.12931567829309984,0.16572485209939558,2020-03-11,False
71,Suriname,0.0015621493639433443,0.016436928981181327,0.7589369363450723,2020-03-14,False
72,Peru,0.026352597222737244,0.31408465753861564,0.12655988132220375,2020-03-06,False
73,Uruguay,0.008714650442724054,0.1065830171771075,0.9350378805713805,2020-03-13,False
74,Venezuela,0.025194631199454053,0.3170777118988113,0.2490644300930971,2020-03-14,False
75,Qatar,0.3422733963599571,4.131158260686469,0.0237306465705579,2020-02-29,True
76,South Africa,0.09421574011834934,1.1371023403229947,0.7974528900603087,2020-03-05,False
77,Antigua and Barbuda,0.018172601319447826,0.22010594217590107,0.08089215094010727,2020-03-13,False
78,Barbados,0.016033049267756373,0.1986291976453308,0.09213103431744774,2020-03-17,False
79,Grenada,0.00804923247422191,0.09496708966089737,0.48715457575936727,2020-03-22,False
80,Saint Lucia,0.01510448196041597,0.18864394870244333,0.7919598819260583,2020-03-14,False
81,Trinidad and Tobago,0.016189303378865372,0.19862598328587022,0.5622192414544371,2020-03-14,False
