,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,first_occurrence,isInfected
0,Vietnam,0.13872832369942195,1.3846153846153846,0.18766140965977862,2020-01-23,False
1,Singapore,0.1348747591522158,1.3461538461538463,0.1546402445948747,2020-01-23,False
2,Canada,0.05394990366088632,0.5384615384615384,0.33621683985786777,2020-01-23,False
3,France,0.06520533673880897,0.6961538461538461,0.6991523354543705,2020-01-24,False
4,Nepal,0.038019152716498146,0.39779560966611327,0.7619769760710025,2020-01-25,False
5,Malaysia,0.2517975145216179,2.6471776425013838,0.3822918075078121,2020-01-25,False
6,Australia,0.19915468656450994,2.103813213165731,0.6093953404352812,2020-01-26,False
7,Sri Lanka,0.05047072352047169,0.5335612828418583,0.32140783509221615,2020-01-27,False
8,Cambodia,0.12873948444291916,1.3681121037236146,0.31448792984493945,2020-01-27,False
9,Germany,0.29755140512365635,3.1901046196010223,0.3490949721179578,2020-01-27,False
10,Finland,0.0831774079668156,0.8639777866100917,0.8154639772181398,2020-01-29,False
11,United Arab Emirates,0.18683665035250693,1.9486452265253882,0.6952455324310779,2020-01-29,False
12,India,0.24206111208991107,2.4988967592826925,0.8341733568851153,2020-01-30,False
13,Philippines,0.2162987453323929,2.253892329386257,0.6986242340034794,2020-01-30,False
14,United Kingdom,0.5941959638468108,6.037227279794089,0.49702343112136127,2020-01-31,False
15,Italy,0.5356470630108965,5.34233563115329,0.46717068627460534,2020-01-31,False
16,Russia,0.5588424470086394,5.721427682851313,0.6721096738931547,2020-01-31,False
17,Sweden,0.09355558584279938,0.8671729996016831,0.6261468585159521,2020-02-01,False
18,Spain,0.6852318742889499,6.165247582154057,0.408994869691073,2020-02-01,False
19,Belgium,0.16425541161646584,1.789418064614044,0.8846494895357204,2020-02-04,False
20,Egypt,0.11598079712521848,1.3544924330624108,0.7377996905782299,2020-02-14,False
21,Iran,0.11417852851352785,1.3276945188002363,0.3208844595360848,2020-02-19,False
22,Lebanon,0.027670825759106232,0.35464193556421575,0.4102790964182961,2020-02-21,False
23,Israel,0.10917611006360593,1.3314268526753494,0.1682985090139303,2020-02-21,False
24,Chile,0.016311660123344444,0.19711495780332436,0.10826549344570746,2020-02-23,False
25,Bahrain,0.05497166045350216,0.704119434932901,0.9766103584920642,2020-02-24,False
26,Afghanistan,0.019389967413827956,0.2643711455492475,0.4975592308510407,2020-02-24,False
27,Kuwait,0.06703662739640845,0.8841167008023254,0.3339849441711047,2020-02-24,False
28,Oman,0.08505302570890251,1.0943645905281314,0.19888065718735626,2020-02-24,False
29,Iraq,0.06259860535681241,0.8369406253413338,0.2674159520742554,2020-02-24,False
30,Croatia,0.2870243582495663,3.772166548731197,0.9496915036489251,2020-02-25,False
31,Algeria,0.2669864463129951,3.3009943559926667,0.89296471220407,2020-02-25,False
32,Austria,0.2809221932778476,3.6862747481412006,0.4165842933115327,2020-02-25,False
33,Switzerland,0.43738672390081534,5.7512834573109215,0.8718599045743464,2020-02-25,False
34,Pakistan,0.2199939311850749,2.7625571967363007,0.027953108740501276,2020-02-25,False
35,Brazil,0.08007659342659643,1.0543581879389272,0.8236916023529247,2020-02-26,False
36,Norway,0.3522981749879517,4.830841945112108,0.8905781154885637,2020-02-26,False
37,Romania,0.21419208285742997,2.929580911103895,0.2544416722035744,2020-02-26,False
38,Greece,0.8445091822572101,11.16269934447412,0.3628847035462154,2020-02-26,False
39,Georgia,0.03900635322166184,0.5000623993897092,0.43989432293923114,2020-02-26,False
40,Estonia,0.05318970730066869,0.7200036561558989,0.12550085718880177,2020-02-27,False
41,Netherlands,0.6543250698591265,8.498788168447879,0.8771722862748368,2020-02-27,False
42,Denmark,0.33214842458504196,4.363063316069922,0.42290087816283484,2020-02-27,False
43,Iceland,0.08012185943653682,1.0191594964630148,0.45569591607646764,2020-02-28,False
44,Nigeria,0.05168053523162135,0.6676790501712345,0.04294695226138767,2020-02-28,False
45,Belarus,0.0835747801844669,1.0896211532161135,0.7460679552480944,2020-02-28,False
46,Mexico,0.205439559150075,2.4852093151317787,0.2322488789650169,2020-02-28,False
47,New Zealand,0.1770589153035655,2.1058097955918593,0.5361799152186689,2020-02-28,False
48,Luxembourg,0.13321845366722324,1.687090995265619,0.034690458158743276,2020-02-29,False
49,Qatar,0.3422733963599571,4.131158260686469,0.6102838404976257,2020-02-29,False
50,Ireland,0.6182126182828969,7.968395027191434,0.3354819511442779,2020-02-29,False
51,Ecuador,0.014283562920291707,0.17487997954360934,0.0370932414201276,2020-03-01,False
52,Dominican Republic,0.1568178544868256,1.8891090756809115,0.3372049111924962,2020-03-01,False
53,Czech Republic,0.31433709094766726,3.8981248953850236,0.7865729451426661,2020-03-01,False
54,Azerbaijan,0.12372870030813439,1.5234769609516876,0.9466608801561879,2020-03-01,False
55,Armenia,0.10573234438188635,1.340800576382616,0.5371027339557978,2020-03-01,False
56,Senegal,0.04631131593233951,0.5641638283509772,0.2954976270644729,2020-03-02,False
57,Saudi Arabia,0.626460263948386,7.425963380122136,0.4546730901219266,2020-03-02,False
58,Indonesia,0.6656934448707034,7.61122675018236,0.8993468178603973,2020-03-02,False
59,Latvia,0.19032785022379373,2.2657189948314036,0.650413144348411,2020-03-02,False
60,Morocco,0.8019481646774301,9.550405066091036,0.4286558340612352,2020-03-02,False
61,Portugal,0.9182673110597422,10.917653879557562,0.07458964875851304,2020-03-02,False
62,Jordan,0.1595005183286898,1.7620406321178579,0.7636432136186155,2020-03-03,False
63,Argentina,0.08352327649537976,0.864686891818801,0.781087622075707,2020-03-03,False
64,Ukraine,0.41704538877442415,4.767566677348847,0.7446411218453634,2020-03-03,False
65,Faroe Islands,0.00961165900223709,0.08045461322219341,0.5253476877487354,2020-03-04,False
66,Gibraltar,0.025747324058423154,0.2936680916786533,0.17907464167126108,2020-03-04,False
67,Tunisia,0.5380197805257422,5.873592168763356,0.4779146830305767,2020-03-04,False
68,Hungary,0.32760336955737734,3.553074591573256,0.8695292117505321,2020-03-04,False
69,Poland,1.20556195155232,13.037354899103445,0.5572437970059166,2020-03-04,False
70,Slovenia,0.07157384614552674,0.7128353818763496,0.7826376262914252,2020-03-05,False
71,Bosnia and Herzegovina,0.05163458145851432,0.5131470404230878,0.43062313769284055,2020-03-05,False
