,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,InfectedShare,first_occurrence,isInfected
0,Solomon Islands,0.03529411764705882,0.05660377358490566,0.34749838322887994,1.0,2020-10-12,False
1,Tonga,0.047058823529411764,0.07547169811320754,0.36692909612144,0.17647058823529413,2021-10-29,False
2,Tajikistan,0.6235294117647059,1.0,0.021863801653524972,1.0,2020-05-01,False
3,Nauru,0.011764705882352941,0.018867924528301886,0.4512336245807088,0.1724137931034483,2022-04-04,False
4,Comoros,0.047058823529411764,0.07547169811320754,0.6693696749278424,0.3333333333333333,2020-04-30,True
5,Samoa,0.047058823529411764,0.07547169811320754,0.9223561875827012,0.5,2020-11-18,False
6,Palau,0.03529411764705882,0.05660377358490566,0.07924494223782974,1.0,2021-08-22,False
7,North Korea,0.047058823529411764,0.07547169811320754,0.840371423242883,1.0,2022-05-14,False
8,Vanuatu,0.058823529411764705,0.09433962264150943,0.2536822355275542,0.75,2020-11-10,False
9,Kiribati,0.023529411764705882,0.03773584905660377,0.9636170732304916,1.0,2021-05-18,False
10,Tuvalu,0.011764705882352941,0.018867924528301886,0.30704375858302124,1.0,2022-05-23,False
11,Lesotho,0.011764705882352941,0.018867924528301886,0.3839244085903566,1.0,2020-05-13,False
