,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,InfectedShare,first_occurrence,isInfected
0,Afghanistan,0.0020905923344947735,0.019672131147540985,0.3594394229009239,0.2857142857142857,2020-02-24,False
1,Bahrain,0.005226480836236934,0.04918032786885246,0.48526598696391743,0.12,2020-02-24,False
2,Namibia,0.0003484320557491289,0.003278688524590164,0.29173083425731194,0.21052631578947367,2020-03-14,False
3,Iceland,0.0027874564459930314,0.02622950819672131,0.8145807464213675,0.22580645161290322,2020-02-28,False
4,Djibouti,0.0006968641114982578,0.006557377049180328,0.18991850922720366,0.375,2020-03-18,False
5,Saudi Arabia,0.024738675958188155,0.23278688524590166,0.07168126563366217,0.08333333333333333,2020-03-02,False
6,Guinea,0.0003484320557491289,0.003278688524590164,0.044835982889269266,0.22903225806451613,2020-03-13,False
7,Jordan,0.004181184668989547,0.03934426229508197,0.315523606264582,0.1414141414141414,2020-03-03,False
8,Kuwait,0.005574912891986063,0.05245901639344262,0.40016430347485454,0.2962962962962963,2020-02-24,False
9,Lebanon,0.0024390243902439024,0.022950819672131147,0.3681019924291786,0.16666666666666666,2020-02-21,False
10,Oman,0.008362369337979094,0.07868852459016394,0.11699702156366865,0.30357142857142855,2020-02-24,False
11,Guyana,0.0003484320557491289,0.003278688524590164,0.4629123211726994,0.5333333333333333,2020-03-12,False
12,Palau,0.0010452961672473868,0.009836065573770493,0.36888423312435226,0.19444444444444445,2021-08-22,False
13,Benin,0.0003484320557491289,0.003278688524590164,0.5708381679257835,0.17297297297297298,2020-03-16,False
14,Burkina Faso,0.0003484320557491289,0.003278688524590164,0.7494546011825736,0.06451612903225806,2020-03-10,False
15,Ghana,0.0006968641114982578,0.006557377049180328,0.9374374256621514,0.125,2020-03-14,False
16,Cote d'Ivoire,0.0006968641114982578,0.006557377049180328,0.7716231020156027,0.20566037735849058,2020-03-11,False
17,Nigeria,0.0020905923344947735,0.019672131147540982,0.6901736097750837,0.2222222222222222,2020-02-28,False
18,Niger,0.0003484320557491289,0.003278688524590164,0.4753319520016376,0.2962962962962963,2020-03-20,False
19,Togo,0.0003484320557491289,0.003278688524590164,0.25189136659004563,0.1590909090909091,2020-03-06,False
20,Belgium,0.013937282229965157,0.13114754098360656,0.585701996096362,0.41379310344827586,2020-02-04,False
21,Estonia,0.0017421602787456446,0.01639344262295082,0.4694872048063069,0.25477707006369427,2020-02-27,False
22,Guernsey,0.0010452961672473868,0.009836065573770493,0.627181414179196,0.2,2020-03-22,False
23,Jersey,0.0013937282229965157,0.013114754098360656,0.6140556218188936,0.2965779467680608,2020-03-22,False
24,United Kingdom,0.08118466898954704,0.7639344262295082,0.21233578992202595,0.35537190082644626,2020-01-31,True
25,Brazil,0.004181184668989547,0.03934426229508197,0.6480859899780226,0.75,2020-02-26,False
26,Netherlands,0.018466898954703832,0.1737704918032787,0.69041592076544,0.2221246707638279,2020-02-27,False
27,Chile,0.0010452961672473868,0.009836065573770493,0.6767416227722933,0.17301038062283736,2020-02-23,False
28,Ireland,0.01358885017421603,0.12786885245901639,0.6004296210381055,0.2265193370165746,2020-02-29,False
29,Denmark,0.00975609756097561,0.0918032786885246,0.62213098964914,0.05263157894736842,2020-02-27,False
30,Luxembourg,0.003832752613240418,0.036065573770491806,0.5520908818902567,0.07142857142857142,2020-02-29,False
31,Colombia,0.0010452961672473868,0.009836065573770493,0.40493793431571246,0.07407407407407407,2020-03-06,False
32,Norway,0.00975609756097561,0.09180327868852459,0.1374468269046779,0.1,2020-02-26,False
33,Poland,0.017421602787456445,0.1639344262295082,0.8815632768432362,0.09836065573770492,2020-03-04,False
34,Peru,0.0006968641114982578,0.006557377049180328,0.17073825469795534,0.1111111111111111,2020-03-06,False
35,Sweden,0.0132404181184669,0.12459016393442623,0.8217403912939438,0.392,2020-02-01,False
36,Venezuela,0.0006968641114982578,0.006557377049180328,0.4344278178282134,0.07142857142857142,2020-03-14,False
37,Qatar,0.013937282229965157,0.13114754098360656,0.08397146309224268,0.17467248908296942,2020-02-29,False
38,South Africa,0.0045296167247386755,0.042622950819672135,0.467839022950591,0.1724137931034483,2020-03-05,False
39,Antigua and Barbuda,0.0006968641114982578,0.006557377049180328,0.7748818673865546,0.16823104693140795,2020-03-13,False
40,Barbados,0.0003484320557491289,0.003278688524590164,0.8859236290703225,0.05714285714285714,2020-03-17,False
41,Grenada,0.0003484320557491289,0.003278688524590164,0.4939767259204634,0.2,2020-03-22,False
42,Saint Lucia,0.0003484320557491289,0.003278688524590164,0.876007589005731,0.13793103448275862,2020-03-14,False
43,Trinidad and Tobago,0.0006968641114982578,0.006557377049180328,0.4869825336091368,0.17785234899328858,2020-03-14,False
44,Kyrgyzstan,0.0010452961672473868,0.009836065573770491,0.23724406955432442,0.20207253886010362,2020-03-18,False
45,Kazakhstan,0.005574912891986063,0.05245901639344262,0.8004372372318409,0.08571428571428572,2020-03-13,False
46,Azerbaijan,0.0017421602787456446,0.01639344262295082,0.7297451757510142,0.18421052631578946,2020-03-01,False
47,Central African Republic,0.0003484320557491289,0.003278688524590164,0.6515314916133393,0.20754716981132076,2020-03-15,False
48,Mauritius,0.003484320557491289,0.03278688524590164,0.7913612196651688,0.0975609756097561,2020-03-18,False
49,Congo (Brazzaville),0.0006968641114982578,0.006557377049180328,0.27198853349612606,0.4,2020-03-15,False
50,Cameroon,0.0006968641114982578,0.006557377049180328,0.6013469365651587,0.04838709677419355,2020-03-06,False
51,Belarus,0.0024390243902439024,0.022950819672131147,0.18039384144252457,0.1735159817351598,2020-02-28,False
52,Zambia,0.0003484320557491289,0.003278688524590164,0.5903563805354867,0.041666666666666664,2020-03-18,False
53,Madagascar,0.0010452961672473868,0.009836065573770493,0.669564898561455,0.11711711711711711,2020-03-20,False
54,Tajikistan,0.0020905923344947735,0.019672131147540985,0.5832189195662595,0.05263157894736842,2020-05-01,False
55,Uzbekistan,0.004878048780487806,0.04590163934426229,0.12106324875342245,0.5405405405405406,2020-03-15,False
56,Angola,0.0013937282229965157,0.013114754098360656,0.5725444863354284,0.36036036036036034,2020-03-20,False
57,Gabon,0.0003484320557491289,0.003278688524590164,0.021492514704472998,0.14285714285714285,2020-03-14,False
58,Seychelles,0.0013937282229965157,0.013114754098360656,0.26349736019408165,0.07142857142857142,2020-03-15,False
59,Chad,0.0003484320557491289,0.003278688524590164,0.5979791689333398,0.16666666666666666,2020-03-19,False
60,Congo (Kinshasa),0.0003484320557491289,0.003278688524590164,0.4466443126419417,0.16666666666666666,2020-03-11,False
61,Bangladesh,0.007665505226480836,0.0721311475409836,0.4604633895656306,0.11764705882352941,2020-03-08,False
62,Mali,0.0006968641114982578,0.006557377049180328,0.8549486027826688,0.18604651162790697,2020-03-25,False
63,Liberia,0.0003484320557491289,0.003278688524590164,0.02699305532131424,0.08571428571428572,2020-03-17,False
64,Laos,0.0062717770034843206,0.05901639344262295,0.7489382323566525,0.13157894736842105,2020-03-24,False
65,Senegal,0.0010452961672473868,0.009836065573770493,0.3622404197886121,0.1,2020-03-02,False
66,Mauritania,0.0003484320557491289,0.003278688524590164,0.6192101710973692,0.5,2020-03-14,False
67,Ethiopia,0.003484320557491289,0.03278688524590164,0.3934204975052257,0.1796875,2020-03-13,False
68,Maldives,0.005574912891986063,0.05245901639344262,0.6813240891175335,0.47619047619047616,2020-03-08,False
69,Bhutan,0.0013937282229965157,0.013114754098360656,0.3850999785300978,0.175,2020-03-06,False
70,Somalia,0.0010452961672473868,0.009836065573770491,0.874746335293938,0.07142857142857142,2020-03-16,False
71,Libya,0.0003484320557491289,0.003278688524590164,0.17071578414555488,0.16666666666666666,2020-03-24,False
72,Rwanda,0.0003484320557491289,0.003278688524590164,0.5532369850842992,0.1111111111111111,2020-03-14,False
73,South Sudan,0.0003484320557491289,0.003278688524590164,0.09882364404297805,0.06666666666666667,2020-04-05,False
74,Tanzania,0.0003484320557491289,0.003278688524590164,0.7255842862171479,0.4444444444444444,2020-03-16,False
75,Uganda,0.0003484320557491289,0.003278688524590164,0.2615226071061124,0.1111111111111111,2020-03-21,False
76,Albania,0.0006968641114982578,0.006557377049180328,0.6015681384912083,0.05263157894736842,2020-03-09,False
77,Burma,0.006968641114982578,0.06557377049180328,0.5936909910794846,0.46808510638297873,2020-03-27,False
78,Bulgaria,0.003832752613240418,0.036065573770491806,0.9543761830334961,0.125,2020-03-08,False
79,Cyprus,0.0031358885017421603,0.029508196721311476,0.1989157788445236,0.23371647509578544,2020-03-10,False
80,Croatia,0.018118466898954706,0.17049180327868851,0.7289205318525316,0.16666666666666666,2020-02-25,False
81,Brunei,0.0031358885017421603,0.029508196721311476,0.23498725169670953,0.3584905660377358,2020-03-09,False
82,Tunisia,0.01707317073170732,0.16065573770491803,0.8731316450873254,0.5806451612903226,2020-03-04,False
83,North Korea,0.0010452961672473868,0.009836065573770493,0.7608250594661958,0.10714285714285714,2022-05-14,False
84,Mongolia,0.0020905923344947735,0.019672131147540982,0.5188805989299573,0.1111111111111111,2020-03-10,False
85,Papua New Guinea,0.0027874564459930314,0.02622950819672131,0.6057728922737768,0.14492753623188406,2020-03-20,False
86,Algeria,0.014982578397212544,0.14098360655737704,0.8438067992262256,0.8,2020-02-25,False
87,Hungary,0.005923344947735192,0.05573770491803279,0.5306910342365547,0.25,2020-03-04,False
88,Italy,0.08815331010452962,0.8295081967213115,0.9706412578972717,0.17391304347826086,2020-01-31,True
89,Slovenia,0.0013937282229965157,0.013114754098360656,0.7656912704609526,0.041666666666666664,2020-03-05,False
90,Morocco,0.0264808362369338,0.24918032786885247,0.7665386745732287,0.058823529411764705,2020-03-02,False
91,Czech Republic,0.006271777003484321,0.05901639344262295,0.1623016961920981,0.125,2020-03-01,False
92,Israel,0.005923344947735192,0.05573770491803279,0.5598752844984843,0.19230769230769232,2020-02-21,False
93,Egypt,0.00975609756097561,0.0918032786885246,0.5078027453261745,0.05555555555555555,2020-02-14,False
94,Malta,0.004181184668989547,0.03934426229508197,0.4375858717897826,0.06666666666666667,2020-03-07,False
95,Sudan,0.0017421602787456446,0.01639344262295082,0.8413156692390086,0.1111111111111111,2020-03-14,False
96,Austria,0.014285714285714287,0.13442622950819672,0.9948472425978278,0.2037037037037037,2020-02-25,False
97,Bosnia and Herzegovina,0.0013937282229965157,0.013114754098360656,0.47182984204996636,0.16363636363636364,2020-03-05,False
98,Romania,0.0062717770034843206,0.05901639344262295,0.5350338737698558,0.35135135135135137,2020-02-26,False
99,Switzerland,0.01916376306620209,0.18032786885245902,0.07179554486713002,0.75,2020-02-25,False
100,Turkey,0.037979094076655055,0.35737704918032787,0.008325672466487966,0.75,2020-03-11,False
101,Moldova,0.0013937282229965157,0.013114754098360656,0.6919349986390044,0.2857142857142857,2020-03-08,False
102,Serbia,0.00662020905923345,0.06229508196721312,0.23531890968153857,0.22077922077922077,2020-03-06,False
103,Montenegro,0.0013937282229965157,0.013114754098360656,0.22990655807830407,0.19047619047619047,2020-03-17,False
104,Slovakia,0.0003484320557491289,0.003278688524590164,0.6613779364279845,0.18556701030927836,2020-03-06,False
105,Dominican Republic,0.005574912891986063,0.05245901639344262,0.8871185254325441,0.2328767123287671,2020-03-01,False
106,Jamaica,0.0017421602787456446,0.01639344262295082,0.9751492942999519,0.15789473684210525,2020-03-11,False
107,Iran,0.011149825783972125,0.10491803278688525,0.5686789462431431,0.3204633204633205,2020-02-19,False
108,Mexico,0.008362369337979094,0.07868852459016393,0.8497340589672794,0.3076923076923077,2020-02-28,False
109,Pakistan,0.013937282229965157,0.13114754098360656,0.320488972893905,0.17647058823529413,2020-02-25,False
110,Panama,0.0006968641114982578,0.006557377049180328,0.8493017124772781,0.23809523809523808,2020-03-10,False
111,Costa Rica,0.0006968641114982578,0.006557377049180328,0.545507362325885,0.3404255319148936,2020-03-06,False
112,El Salvador,0.0003484320557491289,0.003278688524590164,0.6430756741799534,0.16,2020-03-19,False
113,Greece,0.0445993031358885,0.419672131147541,0.29760762956207576,0.2835820895522388,2020-02-26,False
114,Indonesia,0.027177700348432053,0.2557377049180328,0.7673471484229023,0.2222222222222222,2020-03-02,False
115,Haiti,0.0006968641114982578,0.006557377049180328,0.6810059203260529,0.05555555555555555,2020-03-20,False
116,Latvia,0.004181184668989547,0.03934426229508197,0.9664320498671456,0.25,2020-03-02,False
117,Lithuania,0.0031358885017421603,0.029508196721311476,0.44851723584409364,0.1411764705882353,2020-03-19,False
118,Armenia,0.0010452961672473868,0.009836065573770493,0.793744180100018,0.10344827586206896,2020-03-01,False
119,Cuba,0.00662020905923345,0.06229508196721312,0.48997775238187236,0.19607843137254902,2020-03-12,False
120,Georgia,0.0013937282229965157,0.013114754098360656,0.1396586210419366,0.037037037037037035,2020-02-26,False
121,Yemen,0.003484320557491289,0.03278688524590164,0.7736222085618512,0.06666666666666667,2020-04-10,False
122,Argentina,0.0006968641114982578,0.006557377049180328,0.41882881544523076,0.05263157894736842,2020-03-03,False
123,Iraq,0.005923344947735191,0.05573770491803279,0.9663382033380749,0.4,2020-02-24,False
124,Spain,0.10627177700348432,1.0,0.9249829394529114,0.31666666666666665,2020-02-01,False
125,Bahamas,0.0010452961672473868,0.009836065573770491,0.33714467558164785,0.1791044776119403,2020-03-16,False
126,Fiji,0.0017421602787456446,0.01639344262295082,0.4919019614761032,0.13846153846153847,2020-03-19,False
127,Tonga,0.0003484320557491289,0.003278688524590164,0.5968183361526588,0.09090909090909091,2021-10-29,False
128,Samoa,0.0006968641114982578,0.006557377049180328,0.7409576783221237,0.16,2020-11-18,False
129,Vanuatu,0.0010452961672473868,0.009836065573770491,0.25684103502716515,0.05714285714285714,2020-11-10,False
130,Ukraine,0.008013937282229966,0.07540983606557378,0.28540681072298646,0.125,2020-03-03,False
131,Kenya,0.004181184668989547,0.03934426229508197,0.4097853468475824,0.1724137931034483,2020-03-13,False
132,Solomon Islands,0.0003484320557491289,0.003278688524590164,0.6801222438015339,0.25,2020-10-12,False
133,Nauru,0.0003484320557491289,0.003278688524590164,0.36344071142931733,0.5,2022-04-04,False
134,Russia,0.04878048780487805,0.45901639344262296,0.6992736373134094,0.2903225806451613,2020-01-31,True
135,New Zealand,0.009407665505226481,0.08852459016393442,0.2570713812666555,0.058823529411764705,2020-02-28,False
136,Portugal,0.028919860627177704,0.2721311475409836,0.2571819074768166,0.3333333333333333,2020-03-02,False
