,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,InfectedShare,first_occurrence,isInfected
0,Papua New Guinea,0.001349527665317139,0.014388489208633094,0.5708870520674134,0.04,2020-03-20,False
1,Bahrain,0.001349527665317139,0.014388489208633094,0.7990574784688107,0.06451612903225806,2020-02-24,False
2,Iceland,0.002699055330634278,0.02877697841726619,0.9404540483784551,0.12903225806451613,2020-02-28,False
3,Djibouti,0.0006747638326585695,0.007194244604316547,0.37618540754581853,0.05,2020-03-18,False
4,Saudi Arabia,0.005398110661268556,0.05755395683453238,0.5016952877470054,0.14814814814814814,2020-03-02,False
5,Guinea,0.0006747638326585695,0.007194244604316547,0.00313269541296457,0.08333333333333333,2020-03-13,False
6,Jordan,0.0020242914979757085,0.02158273381294964,0.03996579245410914,0.047337278106508875,2020-03-03,False
7,Kuwait,0.0006747638326585695,0.007194244604316547,0.33244671362762246,0.08423913043478261,2020-02-24,False
8,Lebanon,0.0006747638326585695,0.007194244604316547,0.844127447559632,0.2283464566929134,2020-02-21,False
9,United Arab Emirates,0.018218623481781375,0.19424460431654678,0.9885800657992111,0.06451612903225806,2020-01-29,False
10,Oman,0.001349527665317139,0.014388489208633094,0.5181477949805195,0.125,2020-02-24,False
11,Pakistan,0.007422402159244265,0.07913669064748202,0.4775480228108935,0.07206477732793522,2020-02-25,False
12,Guyana,0.0006747638326585695,0.007194244604316547,0.8742929811191231,0.05555555555555555,2020-03-12,False
13,Palau,0.001349527665317139,0.014388489208633094,0.5501869214658125,0.018518518518518517,2021-08-22,False
14,Iran,0.004048582995951417,0.04316546762589928,0.6669960088285424,0.022727272727272728,2020-02-19,False
15,Benin,0.0006747638326585695,0.007194244604316547,0.8770192886731554,0.108,2020-03-16,False
16,Burkina Faso,0.0006747638326585695,0.007194244604316547,0.2583231855633633,0.038461538461538464,2020-03-10,False
17,Cote d'Ivoire,0.001349527665317139,0.014388489208633094,0.07977876326711741,0.10576923076923077,2020-03-11,False
18,Nigeria,0.001349527665317139,0.014388489208633094,0.6268430242583024,0.2,2020-02-28,False
19,Niger,0.0006747638326585695,0.007194244604316547,0.7992657860648492,0.15584415584415584,2020-03-20,False
20,Tunisia,0.01821862348178138,0.19424460431654678,0.554581269629786,0.3305785123966942,2020-03-04,False
21,Togo,0.0006747638326585695,0.007194244604316547,0.07039895796253426,0.5,2020-03-06,False
22,Belgium,0.019568151147098516,0.20863309352517984,0.6719200424287323,0.0651685393258427,2020-02-04,False
23,Estonia,0.0006747638326585695,0.007194244604316547,0.7478472750465458,0.05536332179930796,2020-02-27,False
24,Finland,0.008771929824561403,0.09352517985611511,0.20222725321413781,0.13636363636363635,2020-01-29,False
25,Guernsey,0.0006747638326585695,0.007194244604316547,0.7726715422175716,0.05263157894736842,2020-03-22,False
26,Jersey,0.0006747638326585695,0.007194244604316547,0.11352583503258773,0.07142857142857142,2020-03-22,False
27,Brazil,0.002699055330634278,0.02877697841726619,0.07588953778312635,0.1,2020-02-26,False
28,United Kingdom,0.09379217273954116,1.0,0.2069507850226604,0.03278688524590164,2020-01-31,False
29,Netherlands,0.022267206477732792,0.23741007194244604,0.327152892055414,0.08970976253298153,2020-02-27,False
30,Chile,0.001349527665317139,0.014388489208633094,0.16825806363532092,0.1111111111111111,2020-02-23,False
31,Ireland,0.01417004048582996,0.1510791366906475,0.7363935694720636,0.27,2020-02-29,False
32,Denmark,0.008771929824561403,0.09352517985611511,0.06342338984855045,0.07142857142857142,2020-02-27,False
33,Luxembourg,0.004048582995951417,0.04316546762589928,0.41036038391798224,0.12663755458515283,2020-02-29,False
34,Colombia,0.001349527665317139,0.014388489208633094,0.9409681128815437,0.03571428571428571,2020-03-06,False
35,Norway,0.008097165991902834,0.08633093525179857,0.7256830203381213,0.1511627906976744,2020-02-26,False
36,Poland,0.010796221322537112,0.11510791366906475,0.0715549427511033,0.10175695461200586,2020-03-04,False
37,Sweden,0.009446693657219972,0.10071942446043167,0.3698885907978644,0.024242424242424242,2020-02-01,False
38,Peru,0.001349527665317139,0.014388489208633094,0.22561496810875514,0.06666666666666667,2020-03-06,False
39,Venezuela,0.0006747638326585695,0.007194244604316547,0.06447858562629938,0.034482758620689655,2020-03-14,False
40,Qatar,0.009446693657219974,0.10071942446043165,0.6574350788921941,0.11073825503355705,2020-02-29,False
41,South Africa,0.002699055330634278,0.02877697841726619,0.46217672073979,0.11229946524064172,2020-03-05,False
42,Antigua and Barbuda,0.001349527665317139,0.014388489208633094,0.2939408847219678,0.05714285714285714,2020-03-13,False
43,Barbados,0.0006747638326585695,0.007194244604316547,0.9487394492162383,0.08552631578947369,2020-03-17,False
44,Grenada,0.0006747638326585695,0.007194244604316547,0.9244029999917309,0.11320754716981132,2020-03-22,False
45,Saint Lucia,0.0006747638326585695,0.007194244604316547,0.7603299042471938,0.04332129963898917,2020-03-14,False
46,Trinidad and Tobago,0.0006747638326585695,0.007194244604316547,0.8316227221982128,0.4,2020-03-14,False
47,Kazakhstan,0.004723346828609987,0.050359712230215826,0.6861429645767425,0.03225806451612903,2020-03-13,False
48,Kyrgyzstan,0.001349527665317139,0.014388489208633094,0.3712604552822417,0.07106598984771574,2020-03-18,False
49,Azerbaijan,0.0020242914979757085,0.02158273381294964,0.3680702586367347,0.041666666666666664,2020-03-01,False
50,Central African Republic,0.0006747638326585695,0.007194244604316547,0.6236463796760806,0.02631578947368421,2020-03-15,False
51,Ukraine,0.0020242914979757085,0.02158273381294964,0.36247714052918545,0.4594594594594595,2020-03-03,False
