,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,InfectedShare,first_occurrence,isInfected
0,Bahrain,0.001557632398753894,0.0136986301369863,0.20918893466837396,0.06,2020-02-24,False
1,Namibia,0.0003894080996884735,0.003424657534246575,0.7368104246143693,0.15789473684210525,2020-03-14,False
2,Iceland,0.0027258566978193145,0.023972602739726026,0.22800024696501475,0.16129032258064516,2020-02-28,False
3,Djibouti,0.0003894080996884735,0.003424657534246575,0.4834819937293887,0.1,2020-03-18,False
4,Saudi Arabia,0.007398753894080997,0.06506849315068493,0.7527134707650273,0.08333333333333333,2020-03-02,False
5,Guinea,0.0003894080996884735,0.003424657534246575,0.8264383459225538,0.25925925925925924,2020-03-13,False
6,Jordan,0.002336448598130841,0.02054794520547945,0.04403214344029738,0.07364341085271318,2020-03-03,False
7,Kuwait,0.001557632398753894,0.0136986301369863,0.27966645878947194,0.08333333333333333,2020-02-24,False
8,Lebanon,0.0011682242990654205,0.010273972602739725,0.6620081751471292,0.15503875968992248,2020-02-21,False
9,Oman,0.0027258566978193145,0.023972602739726026,0.01895752373726811,0.2903225806451613,2020-02-24,False
10,Pakistan,0.006230529595015576,0.0547945205479452,0.8079883813355266,0.32142857142857145,2020-02-25,False
11,Guyana,0.0003894080996884735,0.003424657534246575,0.8632499798922462,0.29545454545454547,2020-03-12,False
12,Palau,0.000778816199376947,0.00684931506849315,0.88088747828734,0.06451612903225806,2021-08-22,False
13,Iran,0.004283489096573208,0.03767123287671233,0.31836687245785,0.125,2020-02-19,False
14,Benin,0.0003894080996884735,0.003424657534246575,0.1745326476985425,0.1724137931034483,2020-03-16,False
15,Burkina Faso,0.0003894080996884735,0.003424657534246575,0.37043472452871684,0.1111111111111111,2020-03-10,False
16,Ghana,0.0003894080996884735,0.003424657534246575,0.6216723571661018,0.07407407407407407,2020-03-14,False
17,Cote d'Ivoire,0.000778816199376947,0.00684931506849315,0.46452278206839626,0.06818181818181818,2020-03-11,False
18,Nigeria,0.001557632398753894,0.0136986301369863,0.5758623424515593,0.14560439560439561,2020-02-28,False
19,Niger,0.0003894080996884735,0.003424657534246575,0.5202349889507929,0.1346153846153846,2020-03-20,False
20,Togo,0.0003894080996884735,0.003424657534246575,0.54093531819406,0.1322314049586777,2020-03-06,False
21,Belgium,0.014018691588785045,0.1232876712328767,0.4553439741531319,0.12114014251781473,2020-02-04,False
22,Estonia,0.0011682242990654205,0.010273972602739725,0.30619588898082484,0.2,2020-02-27,False
23,Finland,0.008177570093457943,0.07191780821917808,0.11213598098313915,0.2813688212927757,2020-01-29,True
24,Guernsey,0.0011682242990654205,0.010273972602739725,0.8449581708579889,0.34710743801652894,2020-03-22,False
25,Jersey,0.001557632398753894,0.0136986301369863,0.054275846804149985,0.5,2020-03-22,False
26,United Kingdom,0.08333333333333333,0.732876712328767,0.43155609929577265,0.21334503950834066,2020-01-31,False
27,Brazil,0.0035046728971962616,0.030821917808219176,0.706444191407691,0.18893129770992367,2020-02-26,False
28,Netherlands,0.018691588785046728,0.1643835616438356,0.7821911723779366,0.15570934256055363,2020-02-27,False
29,Chile,0.0011682242990654205,0.010273972602739725,0.06441742898566816,0.20994475138121546,2020-02-23,False
30,Ireland,0.014018691588785047,0.1232876712328767,0.9293247947993319,0.25,2020-02-29,False
31,Denmark,0.009735202492211837,0.08561643835616438,0.7006031848905476,0.05263157894736842,2020-02-27,False
32,Luxembourg,0.004283489096573208,0.03767123287671233,0.9717791681292913,0.07142857142857142,2020-02-29,False
33,Colombia,0.0011682242990654205,0.010273972602739725,0.44961452322625584,0.037037037037037035,2020-03-06,False
