,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,first_occurrence,isInfected
0,Vietnam,0.13872832369942195,1.3846153846153846,0.05970841077838107,2020-01-23,False
1,Singapore,0.1348747591522158,1.3461538461538463,0.4781767294711533,2020-01-23,False
2,Canada,0.05394990366088632,0.5384615384615384,0.7436924124982776,2020-01-23,False
3,France,0.06520533673880897,0.6961538461538461,0.8022244639342622,2020-01-24,False
4,Nepal,0.038019152716498146,0.39779560966611327,0.6430641984488529,2020-01-25,False
5,Malaysia,0.2517975145216179,2.6471776425013838,0.49412333982751466,2020-01-25,False
6,Australia,0.19915468656450994,2.103813213165731,0.15320781335633926,2020-01-26,False
7,Sri Lanka,0.05047072352047169,0.5335612828418583,0.8277457601157117,2020-01-27,False
8,Cambodia,0.12873948444291916,1.3681121037236146,0.5366200843291004,2020-01-27,False
9,Germany,0.29755140512365635,3.1901046196010223,0.3992017571122416,2020-01-27,False
10,Finland,0.0831774079668156,0.8639777866100917,0.19791172511543031,2020-01-29,False
11,United Arab Emirates,0.18683665035250693,1.9486452265253882,0.11916110903849508,2020-01-29,False
12,India,0.24206111208991107,2.4988967592826925,0.12414328828462029,2020-01-30,False
13,Philippines,0.2162987453323929,2.253892329386257,0.7832903654133659,2020-01-30,False
14,United Kingdom,0.5941959638468108,6.037227279794089,0.24480445621716607,2020-01-31,False
15,Italy,0.5356470630108965,5.34233563115329,0.5246165680666627,2020-01-31,False
16,Russia,0.5588424470086394,5.721427682851313,0.47005153093008656,2020-01-31,False
17,Sweden,0.09355558584279938,0.8671729996016831,0.3285889536920954,2020-02-01,False
18,Spain,0.6852318742889499,6.165247582154057,0.7522758107532403,2020-02-01,False
19,Belgium,0.16425541161646584,1.789418064614044,0.2954228527255619,2020-02-04,False
20,Egypt,0.11598079712521848,1.3544924330624108,0.4266563199079466,2020-02-14,False
21,Iran,0.11417852851352785,1.3276945188002363,0.25445271160151683,2020-02-19,False
22,Lebanon,0.027670825759106232,0.35464193556421575,0.7811374251988332,2020-02-21,False
23,Israel,0.10917611006360593,1.3314268526753494,0.22701920326145641,2020-02-21,False
24,Chile,0.016311660123344444,0.19711495780332436,0.49450116993516113,2020-02-23,False
25,Bahrain,0.05497166045350216,0.704119434932901,0.69509586563602,2020-02-24,False
26,Afghanistan,0.019389967413827956,0.2643711455492475,0.7876009749044727,2020-02-24,False
27,Kuwait,0.06703662739640845,0.8841167008023254,0.7690873265979292,2020-02-24,False
28,Oman,0.08505302570890251,1.0943645905281314,0.8447082732032696,2020-02-24,False
29,Iraq,0.06259860535681241,0.8369406253413338,0.8872473676436685,2020-02-24,False
30,Croatia,0.2870243582495663,3.772166548731197,0.4949147506567432,2020-02-25,False
