,Country,CumulativeProbability,InDegreeDivMax,RandomProbability,InfectedShare,first_occurrence,isInfected
0,Bahrain,0.0041928721174004195,0.06349206349206349,0.582245299594281,0.2857142857142857,2020-02-24,False
1,Namibia,0.0002620545073375262,0.003968253968253968,0.7180627613000471,0.8867924528301887,2020-03-14,False
2,Iceland,0.0047169811320754715,0.07142857142857142,0.8944377945216654,0.69,2020-02-28,False
3,Djibouti,0.0005241090146750524,0.007936507936507936,0.0609229664917279,0.21052631578947367,2020-03-18,False
4,Saudi Arabia,0.020964360587002098,0.31746031746031744,0.8379204746129988,0.4,2020-03-02,False
5,Guinea,0.0002620545073375262,0.003968253968253968,0.9032749049341122,0.08333333333333333,2020-03-13,False
6,Afghanistan,0.0015723270440251573,0.023809523809523808,0.06597849930940636,0.25806451612903225,2020-02-24,False
7,Jordan,0.004454926624737945,0.06746031746031746,0.47658229111302164,0.6666666666666666,2020-03-03,False
8,Kuwait,0.0047169811320754715,0.07142857142857142,0.7699988402186546,0.16666666666666666,2020-02-24,False
9,Lebanon,0.0031446540880503146,0.047619047619047616,0.19460547178657917,0.375,2020-02-21,False
10,Oman,0.006813417190775681,0.10317460317460317,0.7109333694720383,0.6333333333333333,2020-02-24,False
11,Guyana,0.0002620545073375262,0.003968253968253968,0.8980663718301279,0.3496932515337423,2020-03-12,False
12,Palau,0.0007861635220125787,0.011904761904761904,0.9137341533251973,0.20540540540540542,2021-08-22,False
13,Benin,0.0005241090146750524,0.007936507936507936,0.40430128946288046,0.12903225806451613,2020-03-16,False
14,Burkina Faso,0.0005241090146750524,0.007936507936507936,0.06783776342694636,0.125,2020-03-10,False
15,Ghana,0.0010482180293501049,0.015873015873015872,0.8156726858373555,0.38847583643122674,2020-03-14,False
16,Cote d'Ivoire,0.0007861635220125787,0.011904761904761904,0.7849387647336662,0.3148148148148148,2020-03-11,False
17,Nigeria,0.002620545073375262,0.03968253968253968,0.00435792661008072,0.3333333333333333,2020-02-28,False
18,Niger,0.0002620545073375262,0.003968253968253968,0.7572877893035758,0.2727272727272727,2020-03-20,False
19,Togo,0.0002620545073375262,0.003968253968253968,0.5656365260767651,0.4482758620689655,2020-03-06,False
20,Estonia,0.0041928721174004195,0.06349206349206349,0.6887772785589741,0.3184713375796178,2020-02-27,False
21,Guernsey,0.003406708595387841,0.051587301587301584,0.14213221174053836,0.2,2020-03-22,False
22,Jersey,0.006027253668763103,0.09126984126984126,0.20075156360909718,0.2965779467680608,2020-03-22,False
23,Isle of Man,0.0023584905660377358,0.03571428571428571,0.42392468171609465,0.4566929133858268,2020-03-20,False
24,Brazil,0.005765199161425576,0.0873015873015873,0.717521048106184,0.75,2020-02-26,False
25,Netherlands,0.04140461215932914,0.626984126984127,0.888115482272487,0.5868852459016394,2020-02-27,False
26,Chile,0.0010482180293501049,0.015873015873015872,0.24581951138225755,0.4585635359116022,2020-02-23,False
27,Denmark,0.022274633123689727,0.33730158730158727,0.7340977751356308,0.10526315789473684,2020-02-27,False
28,Luxembourg,0.00759958071278826,0.11507936507936507,0.6051283373548094,0.14285714285714285,2020-02-29,False
29,Ecuador,0.0005241090146750524,0.007936507936507936,0.5526242517742714,0.14814814814814814,2020-03-01,False
30,Norway,0.030398322851153042,0.4603174603174603,0.8580742274532365,0.15,2020-02-26,False
31,Colombia,0.0018343815513626835,0.027777777777777776,0.7918668143428323,0.16393442622950818,2020-03-06,False
32,Bolivia,0.0002620545073375262,0.003968253968253968,0.3643704109651196,0.37593984962406013,2020-03-11,False
33,Peru,0.0007861635220125787,0.011904761904761904,0.3790005482502897,0.1111111111111111,2020-03-06,False
34,Uruguay,0.0002620545073375262,0.003968253968253968,0.8706843451489222,0.6,2020-03-13,False
